"workstream_hash","workstream_title","workstream_description","workstream_status","workstream_priority","workstream_complexity","estimated_completion_time","workstream_has_dependencies","output_result","workstream_created_at","workstream_updated_at","drop_id","drop_hash","drop_title","owner_id","drop_priority","drop_complexity","estimated_time","completion_time","details","objectives","tasks","drop_has_dependencies","drop_status","drop_created_at","due_date","last_updated","comments","assignment_date","completion_date","failed_drops","tags","origin_job_id","aggregated_notes","aggregated_test_outcomes","last_aggregated_at","dependencies"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8975,ffd50aa24f698c806a03c2d622f31936,Team endpoints served from Core API Live,,Medium-High,"6",5,0,"Core API serves POST /teams and GET /teams/{id} behind a flag; verified by creating a team and retrieving it to confirm id,name and membership fields match legacy response.",Host team domain endpoints inside the Core API so team operations are directly available and maintain client-facing compatibility.,"[""Add /teams router to core/api/routes.py with POST and GET handlers"", ""Call TeamRepo.create and TeamRepo.get from handlers to avoid outgoing httpx"", ""Add tests asserting response fields id,name,members exist"", ""Deploy with feature flag core.routes.team=true"", ""Smoke-test via curl create+get and verify legacy field set""]",false,Not Started,2026-03-19 15:32:43.514,,2026-03-19 15:32:43.514,"",,,,"team, API, POST, GET, FastAPI, repo, compatibility",,,,,(none)
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8976,b09b7256382636914d3c4932a5f3bea6,Organization endpoints served from Core API Live,,Medium-High,"6",5,0,"Core API serves POST /organizations and GET /organizations/{id} behind a flag; verified by creating an organization and retrieving it with expected fields id,name and billing_info consistent with legacy responses.",Expose organization endpoints from the Core API so organization operations run locally in the consolidated codebase and present the same client contract.,"[""Add /organizations router with POST and GET in core/api/routes.py"", ""Call OrganizationRepo.create and OrganizationRepo.get inside handlers instead of external HTTP"", ""Add unit tests asserting id,name,billing_info in responses"", ""Deploy with feature flag core.routes.organization=true"", ""Smoke-test create and get to validate response compatibility""]",false,Not Started,2026-03-19 15:32:43.529,,2026-03-19 15:32:43.529,"",,,,"organization, API, POST, GET, FastAPI, repo, compatibility",,,,,(none)
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8977,c673e8f957499aceeef469be556501d5,Replace project-to-team HTTP calls with repository access,,High,"7",6,0,Project service internal code path that previously made HTTP GET/POST calls to /teams/{id} is replaced today with direct TeamRepo access; verified by running POST /projects which triggers a team lookup and confirming no outbound HTTP to team service in request logs and a successful response.,Remove internal httpx calls from project code to team service and call TeamRepo.get/team methods directly to reduce latency and enable atomic transactions.,"[""Search project service codebase for httpx calls to /teams (eg project/service.py httpx.get('/teams/{id}'))"", ""Replace those call sites with TeamRepo.get(team_id) repository call and adapt error handling"", ""Add unit tests mocking TeamRepo to validate behavior and assert no httpx usage"", ""Run integration smoke-test: POST /projects that triggers team lookup and assert no outgoing HTTP in proxy logs"", ""Deploy change behind feature flag core.internal.project_to_team_repo=true""]",true,Not Started,2026-03-19 15:32:43.541,,2026-03-19 15:32:43.541,"",,,,"project, team, httpx->repo, internal-call, repo, latency",,,,,"8971: Project endpoints served from Core API Live, 8975: Team endpoints served from Core API Live"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8978,f12f4658cfb0f039e96e1ae0f722e281,Replace cfm-to-project HTTP calls with repository access,,High,"7",6,0,CFM code paths that previously called the project HTTP API are replaced today with direct ProjectRepo calls; verified by invoking POST /cfm/run which requires project data and confirming the request completes while no outbound HTTP to /projects is observed.,Stop CFM making internal HTTP requests to project endpoints and call local ProjectRepo methods to reduce internal latency and simplify transactions.,"[""Locate httpx calls in cfm/service.py to /projects endpoints"", ""Replace those call sites with ProjectRepo.get/create calls and adjust data mapping"", ""Add unit tests replacing httpx with ProjectRepo mocks"", ""Run integration test: POST /cfm/run using a sample project id and assert no outbound HTTP and correct response"", ""Deploy behind feature flag core.internal.cfm_to_project_repo=true""]",true,Not Started,2026-03-19 15:32:43.562,,2026-03-19 15:32:43.562,"",,,,"cfm, project, httpx->repo, internal-call, repo, latency",,,,,"8972: CFM endpoints served from Core API Live, 8971: Project endpoints served from Core API Live"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8979,a7f390bc049438d57cdf6f7e471f03b5,Replace conversation-to-auth HTTP calls with repository access,,High,"7",6,0,Conversation code paths that previously validated or retrieved auth via HTTP calls are updated to use AuthRepo directly; verified by creating a conversation request that includes a token and confirming the auth validation internal call was a repo call (no outbound HTTP) and the conversation request succeeds.,Replace conversation->auth httpx calls with direct repository access so token validation and auth checks happen locally in Core API.,"[""Identify httpx calls from conversation code to auth endpoints (validate/token routes)"", ""Replace those calls with AuthRepo.validate(token) and AuthRepo.get_user claims"", ""Add unit tests mocking AuthRepo and asserting behavior"", ""Run integration smoke-test: POST /conversations with a token and verify no outbound HTTP and 200 response"", ""Deploy change under feature flag core.internal.conv_to_auth_repo=true""]",true,Not Started,2026-03-19 15:32:43.583,,2026-03-19 15:32:43.583,"",,,,"conversation, auth, httpx->repo, internal-call, repo, security",,,,,"8974: Auth endpoints served from Core API Live, 8973: Conversation endpoints served from Core API Live"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8980,"794a7aea85e495e93e344e9b24395545",Single FastAPI app serves all domain endpoints live,,High,"8",8,0,"All domain routers are mounted into a single FastAPI application instance today and the app starts successfully; verified by starting the Core app locally and calling representative endpoints across domains (projects,cfm,conversation,auth,team,organization) returning 200/201 as expected.",Consolidate separate domain routers into one FastAPI application so intra-service calls can be local function/repo calls and routing is centralized.,"[""Create core/main.py that imports and includes routers from project,cfm,conversation,auth,team,organization modules"", ""Ensure shared DI (DB session, repos) is wired into the single app and no duplicate mounts exist"", ""Run unit test asserting app.routes contains expected paths for each domain"", ""Start local Core FastAPI process and smoke-test representative endpoints across domains"", ""Deploy the single-app binary behind feature flag core.app.single_fastapi=true""]",false,Not Started,2026-03-19 15:32:43.595,,2026-03-19 15:32:43.595,"",,,,"FastAPI, router, consolidation, app, deployment, DI",,,,,"8974: Auth endpoints served from Core API Live, 8972: CFM endpoints served from Core API Live, 8973: Conversation endpoints served from Core API Live, 8976: Organization endpoints served from Core API Live, 8971: Project endpoints served from Core API Live, 8975: Team endpoints served from Core API Live"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8981,ea9cafd8409f29dea74e265241c8dc84,"Atomic create: project, team, and organization transaction live",,High,"8",8,0,"A single API endpoint POST /composite/create implements atomic creation of project, team, and organization in one DB transaction; verified by calling the endpoint and confirming all three rows exist in DB with returned ids in a single 201 response.",Provide an atomic composite create operation so creating project+team+organization occurs in one transactional boundary within Core API.,"[""Add POST /composite/create handler in core/api/composite.py"", ""Within handler open DB transaction and call OrganizationRepo.create, TeamRepo.create, ProjectRepo.create sequentially"", ""Return combined 201 response with created ids {organization_id,team_id,project_id}"", ""Add integration test that asserts all three DB rows exist after successful call"", ""Deploy behind feature flag core.features.composite_create=true""]",true,Not Started,2026-03-19 15:32:43.607,,2026-03-19 15:32:43.607,"",,,,"transaction, composite-create, project, team, organization, repo, DB",,,,,"8976: Organization endpoints served from Core API Live, 8971: Project endpoints served from Core API Live, 8980: Single FastAPI app serves all domain endpoints live, 8975: Team endpoints served from Core API Live"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8982,fe48f1cf00df008746a44c0ce28e4901,Cross-domain rollback on partial failure enforced,,High,"8",6,0,"Cross-domain rollback is enforced today for the composite create: when TeamRepo.create is forced to raise an error, the transaction rolls back and no project or organization rows remain; verified by invoking POST /composite/create with an injected team-create failure and asserting zero rows for project and organization.",Ensure partial failures inside the composite transaction cause a full rollback so no partial resource set is persisted across domains.,"[""Add error-injection toggle in composite handler to simulate TeamRepo.create failure"", ""Wrap repository calls in DB transaction with explicit rollback on exception"", ""Add integration test that triggers the injected failure and asserts no project or organization rows in DB"", ""Run smoke-test: POST /composite/create with failure flag and verify 500 response and no created records"", ""Deploy updated composite handler with rollback behavior enabled""]",true,Not Started,2026-03-19 15:32:43.637,,2026-03-19 15:32:43.637,"",,,,"transaction, rollback, atomicity, composite-create, DB",,,,,"8981: Atomic create: project, team, and organization transaction live"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8983,"2ef14ee8efe388cc70003cac5304ccd2",Backward-compatible API responses preserved during Core routing,,Medium-High,"6",6,0,Response shapes for POST /projects and GET /auth/validate are shimmed today so Core routing returns legacy-compatible JSON (same keys/status codes); verified by calling both endpoints and running contract check against stored legacy JSON samples.,Preserve backward-compatible API responses during Core routing so existing clients observe no schema or status-code changes when routed to Core.,"[""Implement response-mapping middleware that maps internal model fields to legacy response keys for /projects and /auth/validate"", ""Add JSON contract samples for legacy /projects and /auth/validate responses in tests/contracts/"", ""Write tests that call Core endpoints and compare returned JSON keys to stored legacy samples"", ""Enable middleware behind feature flag core.compat.response_shim=true and smoke-test endpoints for exact key presence""]",true,Not Started,2026-03-19 15:32:43.650,,2026-03-19 15:32:43.650,"",,,,"compatibility, response-shim, API-contract, projects, auth",,,,,"8974: Auth endpoints served from Core API Live, 8971: Project endpoints served from Core API Live"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8984,"308a7756eca4680e7fa336b14754f511",Zero-downtime routing switch to Core API for clients,,High,"8",6,0,A zero-downtime routing switch is executable today for /projects group via feature-flagged toggle; verified by flipping the flag in staging router and confirming in-flight requests complete and new requests route to Core without 5xx errors.,Enable operators to switch client routing from legacy services to Core API without downtime using a feature-flag/proxy toggle for a subset of endpoints.,"[""Add routing toggle in API gateway/proxy config to point /projects to core when flag core.route.projects_to_core=true"", ""Deploy Core endpoint and ensure healthcheck /health returns 200"", ""Run toggle test: flip flag to route to Core and send 100 sequential requests confirming no 5xx and expected responses"", ""Flip back and confirm no error spike"", ""Document the single-step rollback (flag off) procedure in runbook file (code only)""]",true,Not Started,2026-03-19 15:32:43.663,,2026-03-19 15:32:43.663,"",,,,"routing, zero-downtime, feature-flag, proxy, gateway, projects",,,,,"8971: Project endpoints served from Core API Live, 8980: Single FastAPI app serves all domain endpoints live"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8985,"98d227a806ef61012f61ccb495a681fd",Existing auth tokens accepted unchanged by Core API,,High,"7",6,0,"Core API accepts existing legacy-issued auth tokens unchanged today; verified by sending a sample legacy JWT to protected endpoints (e.g., GET /conversations/{id}) and confirming 200 with correct user claims.",Ensure Core API validates and accepts tokens issued by the legacy auth system without requiring re-issuance or token rotation from clients.,"[""Configure AuthRepo.validate to use existing JWKS/secret from legacy configuration"", ""Add test token sample (legacy token) to tests/auth_samples.json"", ""Run integration test sending legacy token to a protected endpoint and assert 200 and correct 'sub' claim"", ""Verify logs show token validation used same key set and no token translation occurred"", ""Deploy config behind core.auth.legacy_token_accept=true flag""]",true,Not Started,2026-03-19 15:32:43.677,,2026-03-19 15:32:43.677,"",,,,"auth, JWT, legacy-tokens, compatibility, security",,,,,"8974: Auth endpoints served from Core API Live, 8973: Conversation endpoints served from Core API Live"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8986,b80f8b1e2f1b3a7b4bf7b85d8b23a519,Idempotent retry behavior for composite create endpoints live,,High,"8",7,0,Composite create endpoint accepts Idempotency-Key header today and returns the same response for repeated requests with the same key; verified by issuing two identical POST /composite/create requests with the same Idempotency-Key and confirming only one set of DB rows exists and identical 201 responses are returned.,Add idempotent retry behavior to composite create so client retries do not produce duplicate resources and return repeatable responses.,"[""Add Idempotency-Key header handler in composite create endpoint"", ""Implement IdempotencyRepo.store(key,request_hash,response) with unique constraint on key"", ""On request: if key exists return stored response; otherwise execute transaction and persist response atomically"", ""Add integration test that posts twice with same key and asserts single DB rows and identical response bodies"", ""Deploy behind core.features.idempotency=true""]",true,Not Started,2026-03-19 15:32:43.692,,2026-03-19 15:32:43.692,"",,,,"idempotency, composite-create, Idempotency-Key, DB, retry-safety",,,,,"8981: Atomic create: project, team, and organization transaction live"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8987,"3820470097db72f02f07092a96e650a5",Observable latency improvement for composite API requests,,Medium-High,"6",6,0,A latency instrumentation endpoint /internal/latency/composite is added to Core API today and reports median and p95 for composite create requests; verified by calling the endpoint and seeing numeric ms metrics returned.,Provide observable latency metrics for composite API requests so operators can confirm latency improvements after replacing cross-service HTTP with repo calls.,"[""Add middleware to time handlers for /composite/create and record to an in-memory histogram"", ""Expose GET /internal/latency/composite that returns count,median_ms,p95_ms"", ""Seed histogram with 10 sample timings from running composite create locally"", ""Add test calling /internal/latency/composite and asserting numeric fields present"", ""Deploy with feature flag core.metrics.latency=true""]",true,Not Started,2026-03-19 15:32:43.711,,2026-03-19 15:32:43.711,"",,,,"observability, latency, metrics, composite, internal-endpoint",,,,,"8981: Atomic create: project, team, and organization transaction live, 8980: Single FastAPI app serves all domain endpoints live"
e1f1787a8a7d547c875c7440f900d3b0,Core Domain Consolidation,"Merge tightly coupled services (project, cfm, conversation, auth, team, organization) into a single Core API codebase so cross-domain logic becomes direct repository and module calls instead of HTTP hops. Replace internal httpx calls with repository access, consolidate routers into one FastAPI application, and preserve endpoint compatibility during the transition. Outcome is atomic cross-domain transactions and dramatically reduced internal latency.",Active,High,"8",6,false,"",2026-03-19 15:20:01.639,2026-03-19 15:20:01.639,8988,"28b129e55a05068d68d74ba97ee868ad",Public endpoint compatibility checks running from Core API,,Medium-High,"6",6,0,"An on-demand compatibility check runner /internal/compat-check/run is added today; when called it performs HTTP requests from Core to public endpoints (projects,auth) and returns pass/fail plus diffs against stored expected JSON samples.",Enable automated compatibility checks originating from Core API so operators can validate that public endpoints served by Core match expected legacy responses.,"[""Implement /internal/compat-check/run that calls configured endpoints (POST /projects sample, GET /auth/validate sample)"", ""Load expected JSON samples from tests/contracts/ and compare keys/status codes to live responses producing a minimal diff"", ""Add unit test invoking the runner and asserting a JSON pass/fail structure"", ""Deploy runner behind admin-only flag core.tools.compat_check=true and smoke-test run returns JSON results""]",true,Not Started,2026-03-19 15:32:43.725,,2026-03-19 15:32:43.725,"",,,,"compatibility, healthcheck, contracts, internal-tooling, API",,,,,"8974: Auth endpoints served from Core API Live, 8971: Project endpoints served from Core API Live, 8980: Single FastAPI app serves all domain endpoints live"
fbe95bd7218959dd3da25fffcad6403e,Current-State Cleanup,"Remove legacy ghost services and inline the minimal conversation proxy so core domains no longer depend on duplicate code or thin routers. Cleans environment variables, docker/k8s manifests, and runtime routing so only authoritative code paths remain and existing endpoints continue to respond. Produces a reduced service surface that is ready for gateway-first routing and consolidation.",Active,High,"4",2,false,"",2026-03-19 15:20:01.612,2026-03-19 17:48:30.024,9020,"650a2ecc4b453af3ee8976cc224356f6",Keep legacy ghost endpoints responding during migration,,High,"4",4,0,"Add temporary routing so existing 'ghost' service continues to answer production conversation endpoints (/v1/conversations POST, /v1/conversations/{id} GET) while migration proceeds. Verification: curl POST/GET to those endpoints returns existing 200/201 responses and response headers include X-Backend:ghost.",Ensure no customer-facing breakage by keeping legacy ghost endpoints live and reachable during the migration window.,"[""Verify ghost-service Deployment is Running in the cluster (kubectl get pods -l app=ghost-service)"", ""Add or confirm ingress rule mapping /v1/conversations and related paths to ghost-service:80 in staging (patch Ingress serviceName to ghost-service)"", ""Set feature toggle PROXY_MAINTAIN_GHOST=true in the core service environment (kubectl set env deploy/core PROXY_MAINTAIN_GHOST=true)"", ""Run smoke tests: curl POST /v1/conversations and GET /v1/conversations/{id} and assert status codes 200/201 and header X-Backend:ghost"", ""Capture 3 sample responses (payloads) to S3/CI artifacts for later comparison""]",false,Not Started,2026-03-19 15:46:36.708,,2026-03-19 15:46:36.708,"",,,,"ghost-service, /v1/conversations, ingress, feature-flag, smoke-test",,,,,(none)
fbe95bd7218959dd3da25fffcad6403e,Current-State Cleanup,"Remove legacy ghost services and inline the minimal conversation proxy so core domains no longer depend on duplicate code or thin routers. Cleans environment variables, docker/k8s manifests, and runtime routing so only authoritative code paths remain and existing endpoints continue to respond. Produces a reduced service surface that is ready for gateway-first routing and consolidation.",Active,High,"4",2,false,"",2026-03-19 15:20:01.612,2026-03-19 17:48:30.024,9021,ea2d1f7b66172a2b48fcc7d1d37ff283,Inline minimal conversation proxy into core request path,,High,"7",8,0,"Implement and enable a minimal inline conversation proxy middleware inside the core service that intercepts conversation requests at /internal/proxy/conversations and forwards to the core handler, returning header X-Proxy:inline. Verification: staging call to /internal/proxy/conversations POST returns 200 and includes X-Proxy:inline.","Deliver a minimal, in-process proxy implementation so conversation routing no longer depends on an external ghost router while preserving existing behavior.","[""Add middleware 'inline-conversation-proxy' to core service codebase that mounts at /internal/proxy/conversations and forwards requests to internal conversation handler with minimal header mapping"", ""Introduce environment variable PROXY_INLINE=true and CONVERSATION_PROXY_PATH=/internal/proxy/conversations in the service config and wire into startup path"", ""Build and push a staging container image with the inline proxy enabled (CI or local build)"", ""Deploy the staging build to the staging namespace and run a curl POST to /internal/proxy/conversations asserting status 200 and header X-Proxy:inline"", ""Run basic negative test: send malformed request and assert 400 behavior matches existing core handler""]",true,Not Started,2026-03-19 15:46:36.722,,2026-03-19 15:46:36.722,"",,,,"inline-proxy, core-service, /internal/proxy/conversations, env:PROXY_INLINE, staging, smoke-test",,,,,(none)
fbe95bd7218959dd3da25fffcad6403e,Current-State Cleanup,"Remove legacy ghost services and inline the minimal conversation proxy so core domains no longer depend on duplicate code or thin routers. Cleans environment variables, docker/k8s manifests, and runtime routing so only authoritative code paths remain and existing endpoints continue to respond. Produces a reduced service surface that is ready for gateway-first routing and consolidation.",Active,High,"4",2,false,"",2026-03-19 15:20:01.612,2026-03-19 17:48:30.024,9022,"609961878d208991bcda4a882102acd3",Route health checks to new inline proxy path,,Medium-High,"4",3,0,"Point liveness/readiness checks used by Kubernetes and the load balancer to the new inline proxy health path (e.g., /internal/proxy/health) in staging so probes validate the inline path. Verification: kubectl get pod shows Ready=true and /internal/proxy/health returns 200.",Ensure cluster and LB probes validate the inline proxy path instead of external ghost routers to detect inline failures correctly.,"[""Update Deployment probe definitions (readinessProbe and livenessProbe) to use /internal/proxy/health instead of legacy probe paths in staging manifests"", ""Apply the updated manifest (kubectl apply -f) to staging and confirm rollout status"", ""curl /internal/proxy/health on a pod IP and assert 200 and JSON {\""status\"":\""ok\""}"", ""Confirm Kubernetes reports Ready=true for updated pods (kubectl get pods) and check events for probe failures""]",true,Not Started,2026-03-19 15:46:36.739,,2026-03-19 15:46:36.739,"",,,,"health-checks, /internal/proxy/health, k8s-probes, readiness, liveness, staging",,,,,"9021: Inline minimal conversation proxy into core request path"
fbe95bd7218959dd3da25fffcad6403e,Current-State Cleanup,"Remove legacy ghost services and inline the minimal conversation proxy so core domains no longer depend on duplicate code or thin routers. Cleans environment variables, docker/k8s manifests, and runtime routing so only authoritative code paths remain and existing endpoints continue to respond. Produces a reduced service surface that is ready for gateway-first routing and consolidation.",Active,High,"4",2,false,"",2026-03-19 15:20:01.612,2026-03-19 17:48:30.024,9023,b5a64056fe0b68c888714e9fb2dcce95,Update environment variables for proxy and domains,,High,"3",3,0,"Update and apply environment variables for the proxy and domain mapping in the service Deployment (e.g., PROXY_INLINE=true, CONVERSATION_PROXY_PATH=/internal/proxy/conversations, DOMAINS_CONVERSATION=conversation.internal). Verification: pods in staging show updated env vars and the running app returns the configured CONVERSATION_PROXY_PATH from /env or /internal/debug/env.",Ensure runtime configuration reflects the inline proxy and authoritative domain mappings before routing traffic to it.,"[""Patch the core Deployment in staging: set PROXY_INLINE=true, CONVERSATION_PROXY_PATH=/internal/proxy/conversations, DOMAINS_CONVERSATION=conversation.internal"", ""kubectl rollout status deploy/core -n staging to ensure new pods start with the env changes"", ""Exec into one pod and print environment variables or curl /internal/debug/env to confirm PROXY_INLINE and CONVERSATION_PROXY_PATH are present"", ""Run a smoke call to the path indicated by CONVERSATION_PROXY_PATH and assert 200 and header X-Proxy:inline""]",true,Not Started,2026-03-19 15:46:36.753,,2026-03-19 15:46:36.753,"",,,,"env-vars, PROXY_INLINE, CONVERSATION_PROXY_PATH, DOMAINS_CONVERSATION, k8s, staging",,,,,"9021: Inline minimal conversation proxy into core request path"
fbe95bd7218959dd3da25fffcad6403e,Current-State Cleanup,"Remove legacy ghost services and inline the minimal conversation proxy so core domains no longer depend on duplicate code or thin routers. Cleans environment variables, docker/k8s manifests, and runtime routing so only authoritative code paths remain and existing endpoints continue to respond. Produces a reduced service surface that is ready for gateway-first routing and consolidation.",Active,High,"4",2,false,"",2026-03-19 15:20:01.612,2026-03-19 17:48:30.024,9024,"4048542ac3700337cdedcc6987d30798",Deploy updated Kubernetes manifests with new routing,,High,"8",8,0,"Apply updated Kubernetes manifests (Deployment, Service, Ingress) that include the inline proxy routing rules, env updates, and probe changes to the staging cluster. Verification: ingress routes /v1/conversations to the core service and both /v1/conversations and /internal/proxy/conversations return 200 from staging.",Deploy the k8s manifest changes that realize the inline proxy routing and ensure the cluster is serving the new path before shifting production traffic.,"[""Merge the updated Deployment, Service, and Ingress manifests that include CONVERSATION_PROXY_PATH, probe changes, and new path rules into the staging manifest set"", ""kubectl apply -f k8s/staging/manifests/ and monitor rollout status for Deployment and Ingress"", ""Run curl checks to /v1/conversations and /internal/proxy/conversations through the staging ingress and assert 200 with X-Proxy:inline on the inline path"", ""Verify Service endpoints (kubectl get endpoints) point to core pods and not ghost-service for the conversation path"", ""Collect logs (kubectl logs) from core pods during validation to ensure no 5xx being generated""]",true,Not Started,2026-03-19 15:46:36.766,,2026-03-19 15:46:36.766,"",,,,"k8s, manifests, ingress, service, deploy, staging, inline-proxy",,,,,"9021: Inline minimal conversation proxy into core request path, 9022: Route health checks to new inline proxy path, 9023: Update environment variables for proxy and domains"
